locus_tag,ob,origin?,gene_name,function,logFC,cutoff,logCPM,PValue,q.value,sig
BW25113_1296,1119,no,puuP,putrescine importer,0.118733847,no,7.549300224,0.596875808,0.818668008,no
BW25113_1297,1120,no,puuA,glutamate--putrescine ligase,-0.037484247,no,7.323181102,0.854691005,0.949646038,no
BW25113_1298,1121,no,puuD,gamma-glutamyl-gamma-aminobutyrate hydrolase,0.010257851,no,5.467090361,0.986323991,1,no
BW25113_1299,1122,no,puuR,"repressor for the divergent puu operons, putrescine inducible",-0.33190721,no,6.007862578,0.300254602,0.595472871,no
BW25113_1300,1123,no,puuC,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase; succinate semialdehyde dehydrogenase,-0.189948879,no,6.866830056,0.434057326,0.71137787,no
BW25113_1301,1124,no,puuB,gamma-glutamylputrescine oxidoreductase,0.099904212,no,7.017193803,0.680557709,0.869921071,no
BW25113_1302,1125,no,puuE,"4-aminobutyrate aminotransferase, PLP-dependent",-0.44707769,no,7.015414898,0.046434607,0.175080084,no
BW25113_1303,1126,no,pspF,psp operon transcriptional activator,-0.290777482,no,6.072187908,0.349787353,0.645862659,no
BW25113_1304,1127,no,pspA,regulatory protein for phage-shock-protein operon,0.358594216,no,5.98860855,0.321459785,0.61741087,no
BW25113_1305,1128,no,pspB,psp operon transcription co-activator,-1.439947121,yes,3.531019113,0.018838823,0.086170579,no
BW25113_1306,1129,no,pspC,psp operon transcription co-activator,-0.367370307,no,4.587644007,0.470057618,0.737345282,no
BW25113_1307,1130,no,pspD,peripheral inner membrane phage-shock protein,-1.489064612,yes,2.88902263,0.093442178,0.293697171,no
BW25113_1308,1131,no,pspE,thiosulfate:cyanide sulfurtransferase (rhodanese),-0.343440081,no,6.269765985,0.238657507,0.523817149,no
BW25113_1309,1132,no,ycjM,alpha amylase catalytic domain family protein,0.068255772,no,5.801892797,0.851403662,0.948174471,no
BW25113_1310,1133,no,ycjN,putative ABC superfamily sugar transporter periplasmic-binding protein,-0.360361923,no,7.155374304,0.099173562,0.306110521,no
BW25113_1311,1134,no,ycjO,inner membrane putative ABC superfamily sugar transporter permease,-0.31494316,no,6.269980254,0.296485934,0.589961859,no
BW25113_1312,1135,no,ycjP,inner membrane putative ABC superfamily sugar transporter permease,0.045498711,no,6.899482762,0.858477284,0.95238917,no
BW25113_1313,1136,no,ycjQ,putative Zn-dependent NAD(P)-binding oxidoreductase,0.119294955,no,6.912813968,0.614095745,0.830947643,no
BW25113_1314,1137,no,ycjR,putative TIM alpha/beta barrel enzyme,-0.470718494,no,5.744146702,0.185413676,0.455945548,no
BW25113_1315,1138,no,ycjS,putative NADH-binding oxidoreductase,0.196877252,no,6.890216437,0.409817475,0.693518381,no
BW25113_1316,1139,no,ycjT,putative family 65 glycosyl hydrolase,-0.233707475,no,7.696633655,0.346137021,0.641540011,no
BW25113_1317,1140,no,ycjU,beta-phosphoglucomutase,0.052594236,no,6.460960336,0.853032672,0.949052169,no
BW25113_4524,1141,no,ycjV,pseudogene,-0.616367773,no,7.829595193,0.000526112,0.003580485,yes
BW25113_1319,1142,no,ompG,outer membrane porin G,-0.221141479,no,7.911336156,0.170581321,0.434489136,no
BW25113_1320,1143,no,ycjW,LacI family putative transcriptional repressor,-0.569097799,no,7.065039621,0.009213004,0.048346686,yes
BW25113_1321,1144,no,ycjX,"DUF463 family protein, putative P-loop NTPase",-0.112111172,no,7.281006171,0.579459947,0.805182139,no
BW25113_1322,1145,no,ycjF,UPF0283 family inner membrane protein,-0.666704717,no,6.93130675,0.026882571,0.114543127,no
BW25113_1323,1146,no,tyrR,aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase,-0.300881648,no,6.47228766,0.255880502,0.546026983,no
BW25113_1324,1147,no,tpx,lipid hydroperoxide peroxidase,-0.135612325,no,4.250653621,0.812841107,0.931133004,no
BW25113_1325,1148,no,ycjG,L-Ala-D/L-Glu epimerase,0.099215748,no,6.364815775,0.719321086,0.891946509,no
BW25113_1326,1149,no,mpaA,murein peptide amidase A,-0.275134977,no,6.007347491,0.456531557,0.727292279,no
BW25113_4525,1150,no,ymjC,pseudogene,-0.446046915,no,3.270642332,0.517165007,0.767040041,no
BW25113_1327,1151,no,ycjY,S9 homolog non-peptidase family protein,-0.042976971,no,7.387886092,0.842995978,0.94551407,no
BW25113_1328,1152,no,pgrR,murein peptide degradation regulator,-0.162945875,no,6.838195384,0.488665147,0.748191227,no
BW25113_1329,1153,no,mppA,murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit,-0.169656687,no,8.456450313,0.312978992,0.610312655,no
BW25113_1330,1154,no,ynaI,"mechanosensitive channel protein, very small conductance",-0.479175669,no,7.118202118,0.030176627,0.125177118,no
BW25113_1332,1155,no,ynaJ,DUF2534 family putative inner membrane protein,0.857030708,no,2.619301718,0.318801932,0.615326078,no
BW25113_1333,1156,no,uspE,stress-induced protein,0.428276775,no,5.747304356,0.249031114,0.537174042,no
BW25113_1334,1157,no,fnr,oxygen-sensing anaerobic growth regulon transcriptional regulator; autorepressor,-0.95948069,no,5.524624097,0.075701374,0.255158542,no
BW25113_1335,1158,no,ogt,O-6-alkylguanine-DNA:cysteine-protein methyltransferase,0.110290013,no,5.630478508,0.767508754,0.910406144,no
BW25113_1336,1159,no,abgT,p-aminobenzoyl-glutamate transporter; membrane protein,-0.381023335,no,6.887041303,0.140656637,0.385846058,no
BW25113_1337,1160,no,abgB,"p-aminobenzoyl-glutamate hydrolase, B subunit",-0.016681579,no,6.332909613,0.956170302,0.990931647,no
BW25113_1338,1161,no,abgA,"p-aminobenzoyl-glutamate hydrolase, A subunit",0.427320442,no,7.523420657,0.023228509,0.101966133,no
BW25113_1339,1162,no,abgR,putative DNA-binding transcriptional regulator of abgABT operon,-0.303398118,no,7.003153083,0.172259579,0.435904128,no
BW25113_4426,1163,no,mcaS,,0.195257189,no,4.956127719,0.649082519,0.854400093,no
BW25113_1340,1164,no,smrA,DNA endonuclease,0.045557311,no,5.744267432,0.925498001,0.979550288,no
BW25113_1341,1165,no,ydaM,"diguanylate cyclase, csgD regulator",0.004611719,no,7.609311263,0.976653567,0.998827172,no
BW25113_1342,1166,no,ydaN,putative Zn(II) transporter,0.130384781,no,7.133114234,0.596615104,0.818596852,no
BW25113_4699,1167,no,fnrS,,0.381227285,no,4.777092075,0.393060839,0.681467708,no
BW25113_1343,1168,no,dbpA,"ATP-dependent RNA helicase, specific for 23S rRNA",0.267974834,no,6.264734696,0.342284504,0.638019618,no
BW25113_1344,1169,no,ttcA,tRNA 2-thiocytidine biosynthesis protein,0.057443986,no,7.16755915,0.800591625,0.925323738,no
BW25113_1345,1170,no,intR,Rac prophage; integrase,-0.337057424,no,7.62095398,0.067819098,0.234229836,no
BW25113_1349,1171,no,recT,Rac prophage; recombination and repair protein,0.302753382,no,7.718219267,0.100811577,0.308735455,no
BW25113_1350,1172,no,recE,"Rac prophage; exonuclease VIII, 5'-> 3' specific dsDNA exonuclease",0.17909008,no,8.133931395,0.348071773,0.643908141,no
BW25113_1353,1173,no,sieB,Rac prophage; phage superinfection exclusion protein,0.266041511,no,6.373859112,0.320444727,0.616360809,no
BW25113_4527,1174,no,ydaF,Rac prophage; uncharacterized protein,0.411694349,no,5.445168267,0.333613988,0.62730534,no
BW25113_1355,1175,no,ydaG,Rac prophage; uncharacterized protein,0.063441812,no,4.055042503,0.916010203,0.974337694,no
BW25113_1357,1176,no,ydaS,Rac prophage; putative DNA-binding transcriptional regulator,0.543517113,no,4.660838683,0.23815918,0.523817149,no
BW25113_1358,1177,no,ydaT,Rac prophage; uncharacterized protein,-0.018112304,no,3.927755283,1,1,no
BW25113_1359,1178,no,ydaU,Rac prophage; conserved protein,-0.513427052,no,5.741527485,0.158075715,0.415598125,no
BW25113_1360,1179,no,ydaV,Rac prophage; putative DNA replication protein,0.093969874,no,6.087058635,0.795337715,0.923222932,no
BW25113_1361,1180,no,ydaW,pseudogene,-0.068580719,no,4.018151193,0.936702262,0.984944438,no
BW25113_1362,1181,no,rzpR,pseudogene,0.345302756,no,5.145727564,0.421235871,0.702492882,no
BW25113_4528,1182,no,rzoR,Rac prophage; putative lipoprotein,0.319579892,no,4.007380256,0.559534582,0.795576574,no
BW25113_1363,1183,no,trkG,Rac prophage; potassium transporter subunit,0.054142535,no,6.588964005,0.846927613,0.946254616,no
BW25113_1365,1184,no,ynaK,Rac prophage; conserved protein,0.059076416,no,8.510046378,0.677555018,0.867412042,no
BW25113_1366,1185,no,ydaY,pseudogene,0.200229118,no,6.448070181,0.453709385,0.727292279,no
BW25113_1368,1186,no,tmpR,pseudogene,0.367894335,no,6.298146821,0.26571545,0.555305556,no
BW25113_4570,1187,no,lomR,pseudogene,0.241334335,no,6.362870493,0.37929499,0.670652395,no
BW25113_1370,1188,no,insH1,pseudogene,0.613639424,no,5.347342568,0.119820949,0.345855187,no
BW25113_1372,1189,no,stfR,Rac prophage; putative tail fiber protein,0.127763439,no,8.177459625,0.413923545,0.695342327,no
BW25113_1374,1190,no,pinR,Rac prophage; putative site-specific recombinase,-1.298690438,yes,3.622970197,0.022745519,0.100634802,no
BW25113_1376,1191,no,uspF,"stress-induced protein, ATP-binding protein",0.174193937,no,7.221753391,0.479548754,0.741550736,no
BW25113_1377,1192,no,ompN,"outer membrane pore protein N, non-specific",0.337983239,no,7.035575708,0.21359052,0.494550996,no
BW25113_1378,1193,no,pfo,pyruvate-flavodoxin oxidoreductase,0.176463813,no,8.691140293,0.198193834,0.473731603,no
BW25113_4529,1194,no,ydbJ,DUF333 family putative lipoprotein,-0.626394739,no,5.286569075,0.256955173,0.547128886,no
BW25113_1379,1195,no,hslJ,heat-inducible lipoprotein involved in novobiocin resistance,0.062125096,no,6.283639237,0.847766891,0.946254616,no
BW25113_1380,1196,no,ldhA,"fermentative D-lactate dehydrogenase, NAD-dependent",0.345501554,no,7.065272752,0.131470822,0.369437723,no
BW25113_1381,1197,no,ydbH,"putative membrane-anchored protein, function unknown",0.088752226,no,8.792787609,0.502722779,0.758242899,no
BW25113_1382,1198,no,ynbE,lipoprotein,0.397507439,no,6.573819865,0.116425682,0.339574907,no
BW25113_1383,1199,no,ydbL,DUF1318 family protein,0.378340819,no,6.716590195,0.145494388,0.393050217,no
BW25113_1384,1200,no,feaR,transcriptional activator for tynA and feaB,0.19857269,no,8.189768866,0.193678034,0.466350056,no
BW25113_1385,1201,no,feaB,phenylacetaldehyde dehydrogenase,0.195822558,no,7.893219093,0.263059026,0.553752955,no
BW25113_1386,1202,no,tynA,"tyramine oxidase, copper-requiring",0.090683604,no,8.292643384,0.53402174,0.779838712,no
BW25113_1387,1203,no,paaZ,"fused oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase",-0.176294068,no,7.274752231,0.384389074,0.674991044,no
BW25113_1388,1204,no,paaA,"ring 1,2-phenylacetyl-CoA epoxidase subunit",-0.300804118,no,6.326890064,0.267796152,0.55660706,no
BW25113_1389,1205,no,paaB,"putative ring 1,2-phenylacetyl-CoA epoxidase subunit",0.495648574,no,4.583481143,0.299532378,0.594514898,no
BW25113_1390,1206,no,paaC,"ring 1,2-phenylacetyl-CoA epoxidase subunit",-0.152578817,no,6.055931725,0.649860688,0.854850301,no
BW25113_1391,1207,no,paaD,"ring 1,2-phenylacetyl-CoA epoxidase subunit",0.250688261,no,5.906906358,0.48715285,0.747444437,no
BW25113_1392,1208,no,paaE,"ring 1,2-phenylacetyl-CoA epoxidase, NAD(P)H oxidoreductase component",-0.264867621,no,6.319142065,0.509283786,0.761981848,no
BW25113_1393,1209,no,paaF,"2,3-dehydroadipyl-CoA hydratase",0.342455022,no,6.327042216,0.247254314,0.535490007,no
BW25113_1394,1210,no,paaG,"1,2-epoxyphenylacetyl-CoA isomerase, oxepin-CoA-forming",-0.041039102,no,6.12306795,0.909445292,0.970120092,no
BW25113_1395,1211,no,paaH,"3-hydroxyadipyl-CoA dehydrogenase, NAD+-dependent",0.317615809,no,6.582436903,0.2262193,0.509350751,no
BW25113_1396,1212,no,paaI,hydroxyphenylacetyl-CoA thioesterase,-0.468694467,no,5.602516754,0.263644632,0.553868672,no
BW25113_1397,1213,no,paaJ,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",0.259809435,no,6.548939678,0.324828914,0.619926652,no
BW25113_1398,1214,no,paaK,phenylacetyl-CoA ligase,0.104812437,no,6.801845913,0.660856488,0.857684913,no
BW25113_1399,1215,no,paaX,"transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer",0.064177898,no,5.463448794,0.887827036,0.963631847,no
BW25113_1400,1216,no,paaY,putative hexapeptide repeat acetyltransferase,-0.080644274,no,6.292395408,0.77455867,0.912991458,no
BW25113_4492,1217,no,ydbA,pseudogene,-0.108407848,no,10.32119809,0.357763922,0.652902503,no
BW25113_1406,1218,no,ydbC,putative NAD(P)-binding oxidoreductase,-0.241092789,no,7.646771674,0.184409218,0.454930229,no
BW25113_1407,1219,no,ydbD,PF10971 family putative periplasmic methylglyoxal resistance protein,0.184407883,no,6.739025107,0.459667438,0.728333208,no
BW25113_1408,1220,no,ynbA,inner membrane protein,-0.072197075,no,5.252599877,0.888523364,0.963631847,no
BW25113_1410,1221,no,ynbC,putative esterase,-0.005260097,no,7.885251253,0.982731291,1,no
BW25113_1411,1222,no,ynbD,putative phosphatase inner membrane protein,0.212284749,no,7.287860334,0.298148451,0.59266832,no
BW25113_1412,1223,no,azoR,"NADH-azoreductase, FMN-dependent",-0.119104616,no,5.841417923,0.755089221,0.905251707,no
BW25113_1413,1224,no,hrpA,putative ATP-dependent helicase,-0.039208651,no,7.776671093,0.851663855,0.948174471,no
BW25113_1414,1225,no,ydcF,"DUF218 superfamily protein, SAM-binding",-0.408657783,no,6.651652289,0.188274283,0.460005237,no
BW25113_1415,1226,no,aldA,"aldehyde dehydrogenase A, NAD-linked",-0.215857249,no,7.02679005,0.478646929,0.741550736,no
BW25113_4493,1227,no,gapC,pseudogene,-0.001723151,no,6.161697213,1,1,no
BW25113_1418,1228,no,cybB,cytochrome b561,-0.152152854,no,6.047710118,0.686671821,0.874229794,no
BW25113_4597,1229,no,rydC,,-2.3295037,yes,3.523284554,0.000205091,0.00148606,yes
BW25113_1419,1230,no,ydcA,putative periplasmic protein,-0.983351699,no,5.8061586,0.004683822,0.026882257,yes
BW25113_4428,1231,no,hokB,"toxic polypeptide, small",-0.275208394,no,4.531539026,0.560179576,0.795617369,no
BW25113_1420,1232,no,mokB,regulatory peptide,-0.716584883,no,4.734345748,0.147094594,0.395804339,no
BW25113_1421,1233,no,trg,"methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor",-0.311314555,no,7.479930732,0.094660003,0.295671085,no
BW25113_1422,1234,no,ydcI,putative DNA-binding transcriptional regulator,-0.252923506,no,6.554631112,0.389135172,0.678802142,no
BW25113_1423,1235,no,ydcJ,putative metalloenzyme,-0.183317816,no,6.522232215,0.483145719,0.744177296,no
BW25113_1424,1236,no,opgD,osmoregulated periplasmic glucan (OPG) biosynthesis periplasmic protein,-0.073073502,no,6.929616841,0.819907167,0.934537683,no
BW25113_1426,1237,no,ydcH,DUF465 family protein,-0.522782662,no,3.921916007,0.384075874,0.674991044,no
BW25113_1427,1238,no,rimL,ribosomal-protein-L7/L12-serine acetyltransferase,0.385169878,no,5.749885547,0.266825484,0.555473127,no
BW25113_1428,1239,no,ydcK,uncharacterized protein,-0.435539899,no,5.994748913,0.258922786,0.548895792,no
BW25113_1429,1240,no,tehA,potassium-tellurite ethidium and proflavin transporter,-0.455825436,no,6.030167349,0.183307065,0.453569173,no
BW25113_1430,1241,no,tehB,"tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein",-0.367500484,no,6.439140515,0.224868583,0.507475445,no
BW25113_1431,1242,no,ydcL,lipoprotein,0.029053152,no,6.419730654,0.926324724,0.979550288,no
BW25113_4578,1243,no,insP,pseudogene,-0.559907533,no,6.483198572,0.138554621,0.382488812,no
BW25113_1432,1244,no,insQ,IS609 transposase B,0.095189518,no,6.926879426,0.739860362,0.899166197,no
BW25113_1433,1245,no,ydcO,BenE family inner membrane putative transporter,-0.106707997,no,7.066776381,0.616573811,0.833150409,no
BW25113_1434,1246,no,ydcN,putative DNA-binding transcriptional regulator,-0.172434141,no,6.107605644,0.63673166,0.846671678,no
BW25113_1435,1247,no,ydcP,putative peptidase,-0.229814829,no,7.575355528,0.219845856,0.502736599,no
BW25113_1436,1248,no,yncJ,uncharacterized protein,-0.548902096,no,3.862778092,0.534544362,0.779838712,no
BW25113_4532,1249,no,hicA,mRNA interferase toxin of the HicAB toxin-antitoxin system,-0.729409938,no,3.65711084,0.398086925,0.68176336,no
BW25113_1438,1250,no,hicB,antitoxin for the HicAB toxin-antitoxin system,0.642894832,no,6.339040651,0.035155509,0.141779419,no
BW25113_1439,1251,no,ydcR,putative DNA-binding transcriptional regulator/putative amino transferase,-0.399099363,no,7.058166877,0.086280149,0.278870139,no
BW25113_1440,1252,no,ydcS,"polyhydroxybutyrate (PHB) synthase, ABC transporter periplasmic binding protein homolog",-0.129582898,no,7.453226938,0.501523389,0.757599878,no
BW25113_1441,1253,no,ydcT,putative spermidine/putrescine transporter subunit,-0.312482029,no,6.444203873,0.245526464,0.532988764,no
BW25113_1442,1254,no,ydcU,putative spermidine/putrescine transporter subunit,0.450001192,no,6.766166281,0.078929603,0.262429216,no
BW25113_1443,1255,no,ydcV,putative spermidine/putrescine transporter subunit,-0.353855222,no,5.299454028,0.390830596,0.678802142,no
BW25113_1444,1256,no,patD,gamma-aminobutyraldehyde dehydrogenase,0.102720038,no,6.994761999,0.657895829,0.857684913,no
BW25113_4598,1257,no,yncL,stress-induced small inner membrane enterobacterial protein,-0.885124884,no,3.692247842,0.145987661,0.393584341,no
BW25113_1446,1258,no,ydcY,uncharacterized protein,-0.766360355,no,4.81846453,0.195938913,0.469912193,no
BW25113_1447,1259,no,ydcZ,DUF606 family inner membrane protein,0.038985228,no,5.405805006,0.936339822,0.984827502,no
BW25113_1448,1260,no,mnaT,methionine N-acyltransferase; L-amino acid N-acyltransferase,0.033058243,no,5.337629103,0.938703997,0.98651913,no
BW25113_1449,1261,no,curA,"curcumin/dihydrocurcumin reductase, NADPH-dependent",0.05996742,no,6.568551096,0.843351213,0.94551407,no
BW25113_1450,1262,no,mcbR,"colanic acid and biofilm gene transcriptional regulator, MqsR-controlled",-0.049946783,no,6.704793686,0.850852966,0.948174471,no
BW25113_1451,1263,no,yncD,putative iron outer membrane transporter,0.064451867,no,8.419644636,0.65559597,0.856838658,no
BW25113_1452,1264,no,yncE,"ATP-binding protein, periplasmic, function unknown",-0.153698648,no,6.565343184,0.64657679,0.852246476,no
BW25113_1453,1265,no,ansP,L-asparagine transporter,0.098713897,no,7.087030584,0.696225701,0.880035445,no
